Place,avg_polarity,avg_subjectivity,review_count,dominant_sentiment
Yoga in Varanasi,0.4118,0.5686,58,Positive
Shahidi Park,0.4118,0.533,8,Positive
Shree Kala Hanuman Temple,0.4118,0.6174,11,Positive
Jagdamba Fun World,0.4117,0.6933,2,Positive
Pati Sonepur Beach,0.4117,0.5341,15,Positive
Maharani Shopping Mall,0.4116,0.4465,3,Positive
Dhoomimal Art Gallery,0.4116,0.5855,3,Positive
Moti Baug,0.4116,0.6159,17,Positive
Photo Point,0.4115,0.5996,800,Positive
Gaurishankar Lake,0.4114,0.542,14,Positive
Dana Paani Beach,0.4114,0.5745,12,Positive
Hudco Lake,0.4114,0.5456,31,Positive
Kaldurg Fort,0.4113,0.6071,7,Positive
Shivaji Maharaj Museum of Indian History,0.4113,0.5985,6,Positive
Dholidhaja Dam,0.4112,0.5253,10,Positive
Accoland,0.4111,0.5879,56,Positive
Rajghat Dam,0.4111,0.5475,4,Positive
Agape Fellowship Church,0.4111,0.55,2,Positive
The Jantar Mantar,0.4111,0.6889,1,Positive
Mahendragiri Hills,0.4111,0.7389,2,Positive
Summer Hill,0.4111,0.6251,65,Positive
Csi Emmanuel Church,0.4111,0.7778,1,Positive
Masjid-e-Belal,0.411,0.8076,3,Positive
Kodikuthimala,0.4108,0.6319,15,Positive
New Delhi Kali Bari,0.4108,0.5353,5,Positive
Sanaghagara Waterfall,0.4107,0.6245,33,Positive
Kapil Muni Tirtha,0.4107,0.67,5,Positive
Dramapur Adventures,0.4107,0.6667,30,Positive
Mayuri Nursery,0.4106,0.5315,9,Positive
Kerala Album Art Gallery,0.4106,0.618,5,Positive
Wilson Hill,0.4106,0.6023,41,Positive
Dreams The Mall,0.4104,0.3792,4,Positive
Azhikkal Beach,0.4104,0.6333,2,Positive
Sydney Point,0.4104,0.6127,271,Positive
Shree Khanduba,0.4104,0.7272,3,Positive
Elephant Conservation & Care Center,0.4103,0.5845,16,Positive
Panchchuli Peaks,0.4103,0.5554,56,Positive
Chausath Khamba,0.4102,0.5745,6,Positive
Wonderland Theme Park,0.4102,0.5911,91,Positive
St. Xavier's College,0.4102,0.4767,25,Positive
Tenughat Dam,0.41,0.545,5,Positive
Mukhiguda,0.41,0.7265,6,Positive
Champions Beach Club,0.41,0.5308,32,Positive
Ganjanan Maharaj Ashram,0.4099,0.569,35,Positive
Ghurni,0.4099,0.6388,16,Positive
Rajinder Park,0.4098,0.6764,20,Positive
Sundha Mata Temple,0.4098,0.5747,31,Positive
Aakriti Nature Cure Centre,0.4098,0.5049,7,Positive
H & J Mall,0.4097,0.6387,5,Positive
Sri Varadaraja Perumal Temple,0.4097,0.6994,2,Positive
Kemmannu Sri Durga Parameswari temple,0.4097,0.4097,4,Positive
Pandit Bhimsen Joshi Udyan,0.4097,0.6104,6,Positive
West Coast Adventures,0.4097,0.5854,257,Positive
Vega Circle Mall,0.4097,0.5586,20,Positive
Dr. Alvaro Loyola Furtado Mansion,0.4096,0.66,2,Positive
Kunduvada Kere,0.4095,0.5869,21,Positive
Jubba Sahni Park,0.4093,0.5502,19,Positive
Hadi Rani Mahal,0.4093,0.6318,6,Positive
St Jude's Shrine,0.4093,0.5923,25,Positive
Dynamix Mall,0.4093,0.6272,16,Positive
Hidden Valley,0.4093,0.5381,13,Positive
Pathan Mansion,0.4093,0.4945,4,Positive
Khekranala Reservoir,0.4092,0.6956,24,Positive
Martyr's Memorial,0.4092,0.6116,17,Positive
Soundararaja Perumal Temple,0.409,0.5789,10,Positive
Shri Kashvishweshwar Temple,0.4089,0.6692,3,Positive
Thattekkadu Bird Sanctuary,0.4089,0.5751,34,Positive
Muttom Beach,0.4088,0.6888,21,Positive
Rayadurg Fort,0.4088,0.6503,7,Positive
Benog Wildlife Sanctuary,0.4088,0.6533,26,Positive
Thriphala Ayurveda Panchakarma Clinic,0.4087,0.6456,5,Positive
Kayarohanaswamy Temple,0.4087,0.6232,6,Positive
Sirpur Lake,0.4085,0.6482,11,Positive
Jayanti Sarovar,0.4084,0.563,34,Positive
Benz Celebrity Wax Museum,0.4084,0.6235,31,Positive
Adya Krantiveer Vasudev Balwant Phadke Auditorium,0.4083,0.4879,4,Positive
Sree Tirumala Giri Lakshmi Venkateswara Swami Temple,0.4083,0.5834,14,Positive
The Oriental Haveli,0.4083,0.4958,3,Positive
Fort Bacchretu,0.4083,0.6708,2,Positive
Batadrava Than,0.4083,0.55,6,Positive
Elephant's Head Point,0.4083,0.6014,643,Positive
Vande Mataram Memorial,0.4082,0.6087,16,Positive
Fun Republic Mall,0.408,0.4904,53,Positive
KidZania Mumbai,0.4079,0.6559,1689,Positive
Simhavalli Tayaru Temple,0.4079,0.5046,6,Positive
Chandra Prabha Wildlife Sanctuary,0.4078,0.5934,15,Positive
Lucknow,0.4078,0.499,8,Positive
Padum Pukhuri Lake,0.4076,0.5788,11,Positive
Bogatha Waterfall,0.4076,0.5324,41,Positive
St Ignacious Church,0.4075,0.5824,2,Positive
Vajra Bhairav Shrine,0.4075,0.5692,5,Positive
Hathi Pol,0.4074,0.7122,5,Positive
Thottappally Beach,0.4074,0.6161,21,Positive
Mundakaneeyaman Temple,0.4074,0.6969,3,Positive
Miranika,0.4073,0.6409,1,Positive
Imagica Water Park,0.4073,0.6181,3396,Positive
Stargate Observatory,0.4073,0.6155,44,Positive
Korambi Devi,0.4073,0.7476,6,Positive
Puthenthoppu Beach,0.4073,0.6331,10,Positive
Parnera Hill,0.4071,0.5949,22,Positive
Sholoni Devi Temple,0.4071,0.5893,7,Positive
End Point,0.4071,0.6067,166,Positive
Pandikuzhi Waterfalls,0.407,0.5821,21,Positive
Mani Mandir,0.4069,0.545,23,Positive
Bhimkund Waterfall,0.4068,0.6696,10,Positive
Kailashgiri Hill,0.4067,0.5765,80,Positive
Kalakriti Art Gallery,0.4067,0.3809,8,Positive
Pushkarna Kund,0.4067,0.5958,7,Positive
Choor Chandni Peak,0.4067,0.6933,2,Positive
Wairy Ubhatwadi Beach,0.4066,0.6155,7,Positive
Gomti Riverfront Park,0.4066,0.6064,21,Positive
Spice Walk,0.4066,0.6021,111,Positive
Pradyuman Park,0.4064,0.5285,35,Positive
Zuari River,0.4064,0.634,31,Positive
White Minaret,0.4064,0.582,5,Positive
Koyna Dam,0.4063,0.5905,52,Positive
Kukke Subramanya Sri Raghavendra Matha,0.4063,0.5527,6,Positive
Kuteti Devi Temple,0.4062,0.6708,4,Positive
Jawai Dam,0.4061,0.6366,59,Positive
Wonderla Amusement Park,0.4061,0.589,9328,Positive
Gunadala Matha Shrine,0.406,0.588,18,Positive
Digboi Lake,0.406,0.6363,7,Positive
Shree Khodaldham,0.406,0.5779,16,Positive
Waves Mall,0.4058,0.5326,34,Positive
Indian Art Corner,0.4058,0.4818,2,Positive
Simri Mai Temple,0.4058,0.489,4,Positive
Vaikom Lake Beach,0.4057,0.5667,5,Positive
Shanti Ayurvedic Massage Center,0.4057,0.6047,121,Positive
Palain River,0.4057,0.655,8,Positive
Thai Monastery,0.4056,0.63,137,Positive
Water Sports Complex,0.4056,0.5694,3,Positive
Indian Institute of Technology (Indian School of Mines),0.4055,0.5363,30,Positive
Rajani Raja Temple,0.4055,0.5391,2,Positive
Gallery Ark,0.4054,0.694,4,Positive
Jatmai Temple,0.4053,0.5914,38,Positive
National Agricultural Science Museum,0.4053,0.62,4,Positive
Chawla Art Gallery,0.4053,0.5213,1,Positive
Sardar Patel and Vithalbhai Patel Memorial,0.4053,0.5769,60,Positive
Mundakayam Ghat,0.4053,0.6484,26,Positive
Modi Atash Bahram,0.4053,0.6069,12,Positive
Pari Mahal,0.4052,0.6041,851,Positive
Rehoboth Christian Assembly,0.4052,0.4812,4,Positive
Pratap Singh Park,0.4052,0.5998,43,Positive
Udgir Fort,0.4052,0.5958,4,Positive
Chitrakot Waterfall,0.4051,0.5926,169,Positive
Hatha Yoga World,0.4051,0.6489,70,Positive
Shoe Style,0.405,0.6463,4,Positive
Gupteshwar Caves,0.405,0.6454,23,Positive
ISKCON Tirupati,0.4049,0.6104,284,Positive
Chopasni Mandir,0.4049,0.4842,4,Positive
Ramappa Lake,0.4049,0.5687,21,Positive
Jubilee Lake,0.4049,0.6077,58,Positive
Raadha Kalpa Dance Company,0.4048,0.5747,4,Positive
Vellayani Lake,0.4048,0.6116,49,Positive
Subrahmanya Temple (Kartikeya Temple),0.4047,0.6009,34,Positive
Ahmedabad One Mall,0.4047,0.5231,400,Positive
Panchvaktra Temple,0.4046,0.5869,11,Positive
Fun City,0.4045,0.5426,35,Positive
Japanese Rose Garden,0.4045,0.5705,28,Positive
Johnson & Johnson Garden,0.4044,0.6465,4,Positive
Woodland Water Fall,0.4044,0.6797,6,Positive
M N Krishna Rao Park,0.4044,0.6351,26,Positive
Mawkdok Dympep Valley,0.4044,0.6279,148,Positive
M Visweswaraya Museum,0.4044,0.536,7,Positive
"Panacea- The Village, Sonapur, Assam",0.4043,0.6497,12,Positive
ISKCON Pondicherry,0.4042,0.5753,12,Positive
Yapral lake,0.4042,0.5958,4,Positive
Bellikkal Lake,0.4041,0.6562,8,Positive
DB City Mall,0.4041,0.516,300,Positive
Calvary Temple,0.4041,0.544,215,Positive
Kunnumpara Temple,0.4041,0.5879,5,Positive
Victoria Museum,0.4041,0.4439,16,Positive
Topiary Park,0.404,0.6134,23,Positive
Rameshwaram Ghat,0.4039,0.5986,12,Positive
Vikramaditya The Great Memorial Statue,0.4039,0.7005,11,Positive
Boot House,0.4038,0.6219,31,Positive
Bhavani Mandir,0.4037,0.5562,5,Positive
Maithan Dam,0.4037,0.5987,150,Positive
Kareem's Forest Park,0.4036,0.7071,7,Positive
Krishna Koyna Pritisangam,0.4036,0.6369,8,Positive
The Pavilion,0.4036,0.4071,1,Positive
Zanskar Arts,0.4036,0.5348,15,Positive
Kazimar Big Mosque and Maqbara,0.4036,0.5786,7,Positive
Mangalore Beach,0.4035,0.5707,77,Positive
Areraj Mandir,0.4034,0.7194,9,Positive
Duwan Sing Syiem View Point,0.4033,0.6078,12,Positive
Cotton Alley,0.4033,0.7675,6,Positive
Vanashree Vihar,0.4033,0.6193,7,Positive
Khajuraho's Textile & Looms,0.4033,0.6196,22,Positive
Sri Sri Radha Rasabihari Ji Temple,0.4031,0.6034,284,Positive
Ray Art Gallery,0.4029,0.622,3,Positive
Juneja Studio,0.4028,0.6417,3,Positive
"Chennakesava Temple, Somanathapura",0.4028,0.6206,25,Positive
Sheesh Mahal (Hall of Mirrors),0.4028,0.6342,2200,Positive
Shri Brahma Chaitanya Gondavalekar Maharaj,0.4028,0.6,1,Positive
Sunehri Masjid,0.4028,0.7028,3,Positive
Madagadakere Lake,0.4027,0.7099,7,Positive
ISKCON Ujjain Temple,0.4027,0.6097,81,Positive
Dhamra Port,0.4027,0.4929,4,Positive
Manilaxmi Jain Tirth,0.4027,0.5682,30,Positive
Naini Lake,0.4026,0.5964,16,Positive
Siddeshwara Temple,0.4026,0.5483,13,Positive
Jubilee Park,0.4026,0.6001,323,Positive
Sonee Art Gallery,0.4026,0.6076,22,Positive
Krishna Balaram Mandir,0.4025,0.6107,32,Positive
Flying Carpet Handicrafts,0.4025,0.6403,3,Positive
Perumal Peak,0.4025,0.5166,24,Positive
Avant Garde Antiques & Art,0.4024,0.5824,2,Positive
Mehrangarh Fort,0.4023,0.5876,6632,Positive
Venkatarama Theatre,0.4023,0.5768,7,Positive
SK Patil Udyan,0.4021,0.4854,2,Positive
Bangaaru Maisamma Temple,0.4021,0.6125,4,Positive
"Jewels Lake Palace , Jaipur",0.4021,0.6625,41,Positive
Guru Gorakhnath Temple,0.4021,0.5594,7,Positive
Shree Rama Jain Dev Sthan,0.4021,0.7315,2,Positive
Sri Mayapur Chandrodaya,0.402,0.6501,6,Positive
Birla Mandir,0.4019,0.6049,3403,Positive
Mini Pawagadh,0.4019,0.6231,6,Positive
Samudra Narayan Temple,0.4018,0.5872,3,Positive
The Farmer's Market,0.4017,0.4806,4,Positive
Manali Picnic Spot and Camps,0.4017,0.533,8,Positive
ISKCON Mira Road,0.4016,0.6176,16,Positive
Designer-i,0.4016,0.6905,3,Positive
Bhai Dharam Singh Gurudwara,0.4014,0.6375,4,Positive
Chellarkovil Viewpoint,0.4013,0.5846,45,Positive
Shrine of Our Lady of Health,0.4013,0.6174,5,Positive
Dive Goa,0.4013,0.6191,14,Positive
Lava Jamgyong Kongtrul Monastery,0.401,0.6267,3,Positive
Magneto - The Mall,0.401,0.5222,217,Positive
Vaktapur Teerth Pilgrimage Site,0.4009,0.4991,3,Positive
Konkan Explorers,0.4008,0.6112,552,Positive
Tarey Bhir,0.4008,0.6471,21,Positive
Vellai Puliar Temple,0.4007,0.5407,8,Positive
Beach Road,0.4006,0.5383,5,Positive
Semadoh Lake,0.4006,0.581,2,Positive
Kodlamane Shree Vishnumurthy Temple,0.4006,0.5672,16,Positive
Happy Valley Tea Estate,0.4005,0.6712,678,Positive
Valvan Dam,0.4005,0.6948,27,Positive
ak The Seasons,0.4005,0.4948,4,Positive
Sukhna Wildlife Sanctuary,0.4005,0.6157,35,Positive
Raisen Fort,0.4005,0.6012,7,Positive
Elemaison,0.4004,0.5982,19,Positive
Templepilots Paragliding,0.4004,0.578,213,Positive
Salem Marthoma Church,0.4003,0.6907,7,Positive
Mahakaleshwar Mandir,0.4003,0.5594,4,Positive
Muktagiri,0.4002,0.5953,15,Positive
Kalka Taxi Services,0.4001,0.4699,9,Positive
Ekadash Rudra Temple,0.4,1.0,1,Positive
Welcome Water Resort,0.4,0.9,1,Positive
Sri Sathyanathaswami Temple,0.4,0.35,2,Positive
Ghanteshwar Hanuman Temple,0.4,0.525,2,Positive
Memorial of Chhingpui,0.4,0.55,1,Positive
Bucesvara Temple,0.4,0.4,1,Positive
Yesthivana,0.4,0.4583,4,Positive
Middlefield Island,0.4,0.6778,3,Positive
Nilkanth Travels,0.4,0.5,1,Positive
Nongsawlia Church,0.4,0.5565,8,Positive
Dandeshwar Mandir,0.4,0.6045,3,Positive
Dargah-E-Hakimi,0.4,0.5887,38,Positive
Craft Tree,0.4,0.375,2,Positive
Shantinath Mahadev Temple,0.4,0.6,1,Positive
Blue Bell Beach,0.4,0.6245,6,Positive
Athreyaa Art Gallery,0.4,0.625,2,Positive
Millenium Park,0.4,0.6109,209,Positive
Gandhi Garden,0.4,0.5,1,Positive
Le Classique Elite Salon And Bridal Makeover,0.4,0.4,1,Positive
Mangkahia Lung,0.4,1.0,1,Positive
Bhichari Temple,0.4,0.5609,3,Positive
Talwas,0.4,0.4,1,Positive
Wankaner Palace,0.4,0.8,1,Positive
Kunjali Marakkar Museum,0.4,0.59,2,Positive
Agrakalpa Art Gallery,0.4,0.6312,1,Positive
Sagnam Monastery,0.4,1.0,1,Positive
Sondur Dam,0.4,0.6542,2,Positive
Mannadi Devi Temple,0.4,0.4417,2,Positive
Agra Fort Railway Station,0.4,0.75,1,Positive
Malayala Brahma Temple,0.4,1.0,1,Positive
Objective India Tours,0.4,0.375,1,Positive
Jinsharanam Tirth Jain Digambar Temple,0.4,0.9,1,Positive
Chikinia Park,0.4,0.4792,2,Positive
Rani Jhoola,0.4,0.5,1,Positive
Gajanand Temple,0.4,0.8,1,Positive
Dharmeswar Shiva temple,0.4,0.35,1,Positive
Suraj Pol,0.4,0.55,1,Positive
Shree Vitthal Rukhmani Temple,0.4,0.6442,2,Positive
Tocklai Tea Research Centre,0.4,0.5715,15,Positive
Hivrem Waterfall,0.4,0.4667,1,Positive
Mundagakanni amman temple,0.4,1.0,1,Positive
Allied Arihant Mall,0.4,0.45,2,Positive
Salarpuria Sattva Serene Life,0.4,0.375,2,Positive
Lake Bindu Sarovar,0.3999,0.5778,4,Positive
Sarangpur Hanuman Temple,0.3997,0.6199,16,Positive
Gobardhana Pitha Garoi Ashram,0.3996,0.5692,5,Positive
Mother of Jesus Church,0.3996,0.6552,4,Positive
Khirachora Gopinath Shrine,0.3995,0.6701,27,Positive
Sirohi National park,0.3995,0.6479,9,Positive
Durtlang Hills,0.3995,0.5884,43,Positive
Jagdishchandra Bose Aquarium,0.3995,0.602,218,Positive
Sabarmati Riverfront,0.3994,0.5927,2097,Positive
Jayanti Forest,0.3994,0.6311,28,Positive
Sri Paanduranganathar Temple,0.3993,0.719,6,Positive
Lutheren Church,0.3992,0.5742,4,Positive
Hanumantiya Island,0.3992,0.6159,20,Positive
Tara Baba Kutiya,0.3991,0.5622,16,Positive
Korum Mall,0.3991,0.5151,280,Positive
Kileshwar Temple,0.399,0.4917,4,Positive
The Karvi Spa,0.399,0.6086,14,Positive
Katraj Jain Temple,0.3989,0.6247,204,Positive
Aradhana Dham,0.3986,0.5502,13,Positive
Sri laxmi venkateswara swamy Temple,0.3986,0.6111,3,Positive
Stone Bridge,0.3985,0.7454,8,Positive
Sringeri Mutt Complex,0.3984,0.7713,2,Positive
Rajneet Hanuman Mandir,0.3983,0.6267,3,Positive
Space Apple,0.3983,0.5838,10,Positive
Apple Orchards,0.3983,0.5159,8,Positive
Azheekal Beach,0.3983,0.5665,14,Positive
Mani Square mall,0.3983,0.5664,97,Positive
Dewa Shareef Dargah,0.3982,0.5001,7,Positive
Shooting Point,0.3982,0.5625,78,Positive
Vedansha,0.3982,0.5883,139,Positive
Badrakali Temple,0.3981,0.5127,18,Positive
"St. Mary's Cathedral Basilica, Ernakulam",0.398,0.618,15,Positive
Alang-Madan-Kulang,0.3979,0.6926,2,Positive
Kandlakoya Oxygen Park,0.3979,0.5362,3,Positive
Vikram Sarabhai Space Exhibition,0.3979,0.5536,49,Positive
GT Central,0.3979,0.4767,19,Positive
Kothapally Waterfalls,0.3978,0.5239,37,Positive
Biodiversity Park,0.3978,0.6504,7,Positive
Malang Point,0.3976,0.5083,14,Positive
5D Max Entertainment,0.3976,0.7095,2,Positive
Ganga Maharani Temple,0.3975,0.5592,19,Positive
Bandra-Worli Sea Link,0.3973,0.5982,9160,Positive
The Marina Mall,0.3973,0.6176,4,Positive
Bomdila War Memorial and View Point,0.3973,0.6506,24,Positive
Ali Babas Cave,0.3972,0.6794,8,Positive
Madhusad Ganpati Mandir,0.3972,0.621,2,Positive
Uran Beach,0.3972,0.6099,14,Positive
Dhauladhar National Park,0.3971,0.578,17,Positive
Chandigarh Rose Garden,0.3971,0.671,1126,Positive
Chhatris of Scindia Dynasty,0.3971,0.5942,18,Positive
Mullaperiyar Dam,0.3971,0.5768,44,Positive
Ugratara temple,0.3969,0.7771,4,Positive
Rokadia Hanuman Temple,0.3969,0.5596,9,Positive
Gadkhange Mata Temple,0.3969,0.6384,10,Positive
Patna Waterfalls,0.3969,0.6578,103,Positive
Gurudwara Guru Nanak Darbar,0.3969,0.6014,4,Positive
Anjaneri Fort,0.3968,0.604,25,Positive
Iooksi Kupli Park,0.3968,0.6405,3,Positive
Chandrakanta  Art's,0.3968,0.5672,8,Positive
Endless Tour and Travels,0.3967,0.6477,227,Positive
Agasti Mandir Temple,0.3967,0.6203,10,Positive
Himalayan Center of Sri Aurobindo Ashram,0.3966,0.6201,19,Positive
Jama Mosque,0.3966,0.6233,12,Positive
MojoLand,0.3965,0.5666,17,Positive
Ravana pahad,0.3965,0.6255,10,Positive
Kainchi Ashram,0.3965,0.6128,5,Positive
Sher-e-Kashmir University,0.3964,0.7262,8,Positive
Maruti Temple,0.3964,0.6235,25,Positive
Kailash View,0.3964,0.5929,20,Positive
Badi Jheel Lake,0.3964,0.5839,237,Positive
Right Lines Art Gallery,0.3964,0.5696,2,Positive
Rangla Punjab Haveli,0.3963,0.5817,293,Positive
Inorbit Mall Vadodara,0.3963,0.5292,261,Positive
Shri Gajanan Maharaj Samadhi Temple,0.3963,0.5296,13,Positive
Mantri Square,0.3962,0.5422,211,Positive
Karamalai Annai Velankanni Church,0.3962,0.6314,23,Positive
Zion Hills Golf County,0.3961,0.5964,42,Positive
Rangbai Beach,0.3961,0.5861,10,Positive
Umaid Heritage Art School,0.396,0.6364,158,Positive
Garden of Spiritual Wisdom,0.396,0.6344,67,Positive
Mulavukad Island,0.3959,0.5867,17,Positive
Ambrai Ghat,0.3958,0.5887,69,Positive
Parasurama Easwara Temple,0.3958,0.7758,2,Positive
Avalanche Eco Tourism,0.3958,0.5375,2,Positive
Panikota Fort,0.3958,0.5768,18,Positive
Gyap-Thago Heritage Home,0.3958,0.6083,1,Positive
Geykar Sinyi,0.3957,0.5735,3,Positive
Indirasagar Dam,0.3957,0.5428,9,Positive
Mountain Magic Trek N Tours,0.3957,0.6366,92,Positive
Mahabaleshwar Hill Station,0.3956,0.6033,1650,Positive
Adalaj Trimandir,0.3954,0.5886,187,Positive
Leh-Manali Highway,0.3953,0.6438,41,Positive
Rewas Jetty,0.3953,0.5297,19,Positive
Indirasagar Dam (Gosikhurd Project),0.3952,0.4744,9,Positive
Lake Pichola,0.3952,0.6214,5220,Positive
Markandeya Hill,0.3952,0.6137,8,Positive
Shivaji Garden,0.3951,0.6153,2,Positive
Gopinath Ji Temple,0.3951,0.5417,6,Positive
Supa Dam,0.395,0.6124,57,Positive
The Hobby Place,0.3948,0.6322,39,Positive
Ningle Nallah,0.3948,0.611,16,Positive
Kodanad View Point,0.3948,0.615,212,Positive
Lansdowne Trip - Travel Cafe,0.3948,0.611,226,Positive
Pothamedu Viewpoint,0.3948,0.6091,370,Positive
Mahuva beach,0.3947,0.5902,17,Positive
Monsoon Heritage Studio,0.3946,0.6293,5,Positive
Omthara Kala Kuteera,0.3946,0.6553,41,Positive
Chapora Beach,0.3946,0.6065,203,Positive
Baba Vishwanath Mandir,0.3946,0.4714,4,Positive
Metta Buddharam Temple,0.3945,0.6076,27,Positive
British Council Division,0.3945,0.5439,10,Positive
Crazy World Water Park,0.3945,0.5972,14,Positive
Yoga in Jaipur,0.3945,0.4056,230,Positive
Joy Durga Temple,0.3944,0.515,2,Positive
Gurudwara Godari Sahib,0.3944,0.6181,6,Positive
Saket Mall,0.3944,0.3111,6,Positive
Chinmaya Mission,0.3944,0.6372,14,Positive
Harcourt Butler Technological Institute,0.3943,0.5054,31,Positive
Dataar Hills,0.3942,0.5682,10,Positive
Maa Mahakalika Temple,0.3942,0.63,20,Positive
Anokhi,0.3941,0.6837,15,Positive
Shipra Mall,0.3941,0.4994,300,Positive
Mudanthurai Sanctuary,0.394,0.5993,5,Positive
Ghughwa Fossil National Park,0.394,0.5274,7,Positive
Institute Menezes Braganza,0.394,0.6414,8,Positive
Malshej Ghats,0.394,0.6059,541,Positive
Arattupuzha Temple,0.3939,0.6704,12,Positive
Onake Abbi Falls,0.3939,0.5706,15,Positive
Moti Mahal,0.3939,0.5978,141,Positive
Planet Earth Aquarium,0.3939,0.6104,34,Positive
Annapurneshwari Temple,0.3939,0.6287,132,Positive
Rani Sati Temple,0.3938,0.6403,96,Positive
Shri Siddh Shani Mandir Mundesi,0.3938,0.6056,4,Positive
Marai Cave,0.3938,0.5945,10,Positive
Vaishnu Devi Mandir,0.3938,0.5153,9,Positive
Shimshapura Falls,0.3938,0.6567,9,Positive
Sire Mandir,0.3938,0.575,4,Positive
Jurala Dam,0.3938,0.4667,2,Positive
"ISKCON Rajahmundry, Sri Sri Radha Gopinath Temple",0.3938,0.6125,114,Positive
Balaji Devsthan,0.3937,0.6235,38,Positive
Agnigarh Hill,0.3937,0.6411,86,Positive
"ISKCON Baroda, Sri Sri Radha Shyamasundar Mandir Temple",0.3937,0.594,138,Positive
Kantilo,0.3936,0.655,6,Positive
Choral Dam,0.3936,0.5843,36,Positive
Eruva Sreekrishna Swamy Temple,0.3936,0.3204,4,Positive
Chambal Gardens,0.3936,0.6133,103,Positive
Kolshet Creek,0.3935,0.7019,5,Positive
Trilokinath Cave Temple,0.3935,0.5488,4,Positive
Rao Madho Singh Museum,0.3935,0.5942,12,Positive
Jogger's Park,0.3934,0.6269,239,Positive
Chauli Ki Jali,0.3934,0.6214,439,Positive
Gangapur Dam,0.3934,0.6317,78,Positive
Athirappilly Waterfalls,0.3933,0.6013,827,Positive
Hazaribagh Lake,0.3933,0.5985,21,Positive
Malampuzha Garden and Dam,0.3933,0.5962,310,Positive
Worli Sea Face,0.3933,0.6135,370,Positive
Kriti Gallery,0.3932,0.5891,90,Positive
Townview Point,0.3931,0.5909,56,Positive
Lava Jamgon Kongtrul Monastery,0.3931,0.6206,59,Positive
Tinytown.in,0.393,0.5995,2,Positive
Kailasanathar Temple,0.3929,0.666,19,Positive
Kune Waterfalls,0.3929,0.6859,78,Positive
Siddhi Vinayak Mandir,0.3929,0.6066,36,Positive
Wildfun Adventure Treks & Tours,0.3929,0.6104,26,Positive
Asthalakshmi Temple,0.3928,0.6543,18,Positive
Dhakpo Shedrupling Monastery,0.3928,0.6245,34,Positive
Kanak Sagar Lake,0.3928,0.7486,7,Positive
Marjorie Point,0.3927,0.5651,71,Positive
Tea Gardens,0.3927,0.6144,3183,Positive
Kodanadu View Point,0.3926,0.6512,4,Positive
Lakshmi Narayana Temple,0.3926,0.6339,159,Positive
ISKCON Temple,0.3926,0.5869,864,Positive
Jaranda Falls,0.3925,0.5653,6,Positive
Guntupalli Group of Buddhist Monuments,0.3925,0.4917,5,Positive
Parshwanath Sushil Dham,0.3925,0.5939,50,Positive
Prakasam Barrage,0.3924,0.5889,209,Positive
Thirumoorthi Dam,0.3924,0.5867,33,Positive
Coastal City Center,0.3924,0.507,19,Positive
Gallery Gitanjali,0.3924,0.579,43,Positive
Jawaharlal Nehru Memorial Botanical Gardens,0.3923,0.6093,159,Positive
Mughal Gardens,0.3923,0.6072,732,Positive
Bir Moti Bagh Sanctuary,0.3923,0.5874,11,Positive
Bio Scope Mall,0.3923,0.5007,10,Positive
Chembarambakkam Lake,0.3923,0.6832,9,Positive
Nalanda Buddha Vihar Temple,0.3923,0.6893,4,Positive
Gaur Central Mall,0.3922,0.4811,26,Positive
Ettikulam Beach,0.3922,0.5954,10,Positive
Charak Ayurveda,0.3922,0.5797,21,Positive
Topical Rainforest Ecological Camp,0.3921,0.6148,20,Positive
Playaza,0.3921,0.4895,5,Positive
Ocean World Water Park,0.3921,0.5693,69,Positive
Live Art Museum,0.392,0.6313,2,Positive
Shri Badal Bhoi State Tribal Museum,0.392,0.6229,12,Positive
Rabindra Tirtha,0.3919,0.5425,7,Positive
"National Institute of Technology, Silchar",0.3919,0.6056,12,Positive
Kava,0.3919,0.6139,33,Positive
Khalsa College,0.3919,0.581,206,Positive
Wah Tea Estate,0.3919,0.6504,34,Positive
Tarikhet,0.3918,0.5458,11,Positive
